district,wholename,namefirst,namelast,party,votes1st,incumb,incumby,wonseat,m,electorate,senator,councillor,incministerstate,incminister,votes1997,valid1997,ptyvote1997,candptytotvote1997,voteshare1997,redistricted,gender,bday,count2,count3,count4,count5,count6,count7,count8,count9,count10,count11,count12,count13,count14,count15,count16,constituency,spend_party,spend_total,spend_public,spend_minor,assigned,spendlimit,assignedpct,minister,cexplimit,advert,publicity,election,otherexp,officestat,transport,market,campaign,totalexp,spend_cand,cexpincurred,marginalcand,ffbounce_ff,ffbounce_pd,ffbounce_lb,ffbounce_green,ffbounce_sf,ffbounce_oth,fgb_ff,fgb_pd,fgb_lb,fgb_green,fgb_sf,fgb_oth,labb_pd,labb_green,labb_lab,labb_sf,labb_oth,othrb_ff,othb_pd,othb_lab,othb_sf,othb_oth,ffbounce_fg,fgb_fg,labb_ff,labb_fg,othb_fg,othb_green,_merge,ffm,fgm,labm,othm,greenm,sfm,marginal
Dublin Central,Joe Costello,Joe,Costello,lab,4149,No,0,1,4,61194,1,0,0,0,3035,35741,0.08491648,3035,0.08491648,minor,m,7/1/45,4513,4553,5060,7885,6817,6817,0,0,0,0,0,0,0,0,0,DublinC,3603.840088,23183.31055,5831.970215,NA,NA,31743.44922,NA,0,22000,0,415,3117.860107,9747.419922,5934.189941,365,0,0,19579.4707,19579.4707,19579.4707,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,3,1,0,1,1,0,1,1
Dublin West,Joe Higgins,Joe,Higgins,sp,6442,Yes,0,1,3,52161,0,0,0,0,6496,40074,0.162100121,6496,0.162100121,major,m,5/1/49,6660,6731,7853,7853,7853,0,0,0,0,0,0,0,0,0,0,DublinW,289.2799988,8649.969727,655,NA,NA,25394.75977,NA,0,24394.75977,623.1500244,300,363.1700134,2642.669922,440.5700073,3591.129883,0,400,8360.69043,8360.69043,8360.69043,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,3,0,1,1,0,0,0,0
Wicklow,Joe Jacob,Joe,Jacob,ff,7836,Yes,0,1,5,87909,0,0,1,0,6150,52296,0.298665285,15619,0.117599815,no,m,4/1/39,7923,7937,7950,8070,8096,8329,8994,9151,0,0,0,0,0,0,0,Wicklow,7846.319824,39535.96875,16022.07031,NA,16046,38092.14063,42.12417603,1,22046.14063,0,0,11557.44043,4149.5,2310.909912,2384.659912,0,11287.13965,31689.65039,31689.65039,31689.65039,2,2,0,1,0,0,1,2,0,1,0,0,1,0,0,2,0,1,2,0,1,0,1,1,1,1,1,1,0,3,1,0,1,0,0,0,1
Donegal South West,Joe Kelly,Joe,Kelly,ind,3091,No,0,0,3,53672,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,3174,3219,3329,3796,0,0,0,0,0,0,0,0,0,0,0,DonegalSW,0,21620.58008,NA,65,NA,25394.75977,NA,0,25394.75977,1248.300049,0,19195.90039,388.1199951,213.8999939,574.3599854,0,0,21620.58008,21620.58008,21620.58008,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,1,0,3,0,0,0,1,0,0,0
Laois Offaly,Joe McCormack,Joe,McCormack,ind,351,No,0,0,5,94096,0,0,0,0,378,58070,0.015395213,894,0.006509385,no,m,NA,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LaoisO,0,200,NA,635.4199829,NA,38092.14063,NA,0,38092.14063,0,0,0,0,0,200,0,0,200,200,200,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,3,2,2,0,3,1,0,0,0,0,0,0
Cork North Central,Joe O'Callaghan,Joe,O'Callaghan,ind,3154,No,0,0,5,77126,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,3222,3319,3457,3705,4465,0,0,0,0,0,0,0,0,0,0,CorkNC,0,10363.59961,NA,NA,NA,38092.14063,NA,0,38092.14063,3934.909912,0,2400,3609.189941,419.5,0,0,0,10363.59961,10363.59961,10363.59961,3,3,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,2,3,1,1,0,3,0,1,1,0,0,0,0
Meath,Joe Reilly,Joe,Reilly,sf,6042,No,0,0,5,107894,0,1,0,0,2000,56691,0.035278969,2000,0.035278969,no,m,NA,6093,6144,6267,6385,6710,7122,7348,8080,0,0,0,0,0,0,0,Meath,0,19349.09961,NA,NA,NA,38092.14063,NA,0,38092.14063,779.1799927,0,2451.01001,6637.660156,9481.25,0,0,0,19349.09961,19349.09961,19349.09961,3,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,2,3,1,1,0,3,0,1,0,1,0,0,0
Dun Laoghaire,John Bailey,John,Bailey,fg,1705,No,0,0,5,90219,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,1706,1712,1720,1735,1745,1795,0,0,0,0,0,0,0,0,0,DunL,1397.089966,11998.30957,NA,NA,NA,38092.14063,NA,0,15872.13965,968,0,5657.470215,3737.959961,144.6100006,0,0,93.18000031,10601.21973,10601.21973,10601.21973,3,2,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,1,0,0,1,1,2,1,1,1,3,0,0,1,0,1,0,0
Wexford,John Browne,John,Browne,ff,9150,Yes,0,1,5,94969,0,0,0,0,8646,55686,0.389451563,21687,0.155263439,no,m,8/1/48,9181,9518,9609,10178,10178,10178,10071,0,0,0,0,0,0,0,0,Wexford,6093.029785,21090.36914,1964.069946,NA,19046,38092.14063,49.99981689,0,19046.14063,1859.459961,0,3895.189941,4700.850098,2738.870117,0,0,1802.969971,14997.33984,14997.33984,14997.33984,1,3,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,2,2,0,3,1,1,0,0,0,0,1
Meath,John Bruton,John,Bruton,fg,7617,Yes,0,1,5,107894,0,0,0,0,13037,56691,0.369247317,20933,0.229965955,no,m,5/1/47,7693,7725,7880,8121,8454,9148,10881,10881,0,0,0,0,0,0,0,Meath,0,14263.78027,2520.399902,NA,NA,38092.14063,NA,0,15871.71973,0,139.1499939,8815.599609,2488.629883,2420.399902,0,400,0,14263.78027,14263.78027,14263.78027,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,2,3,1,1,0,3,0,1,0,1,0,0,1
Mayo,John Carty,John,Carty,ff,6457,No,0,1,5,92656,0,0,0,0,NA,NA,NA,NA,NA,no,m,8/1/50,6512,6555,6756,6817,6822,6824,8284,9531,10157,0,0,0,0,0,0,Mayo,2948.110107,18474.21094,81.48999786,NA,19046.07031,38092.14063,50,0,19046.07031,5104.709961,2755.25,5991.799805,450,1224.339966,0,0,0,15526.09961,15526.09961,15526.09961,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,2,3,3,0,3,0,0,0,0,0,0,0
Longford Roscommon,John Connor3,John,Connor,fg,3829,No,0,0,4,69172,0,0,0,0,5104,47280,0.369120121,17452,0.107952625,no,m,NA,3880,3899,4042,4150,4289,0,0,0,0,0,0,0,0,0,0,LongfordR,0,10708.62988,1948.099976,NA,NA,31743.44922,NA,0,12448.4502,2547.870117,354.6700134,3559.360107,2298.629883,1948.099976,0,0,0,10708.62988,10708.62988,10708.62988,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,2,2,1,0,3,0,1,0,0,0,0,1
Limerick West,John Cregan,John,Cregan,ff,10823,Yes,0,1,3,52903,0,0,0,0,NA,NA,NA,NA,NA,minor,m,11/1/61,8918,8918,8918,0,0,0,0,0,0,0,0,0,0,0,0,LimerickW,5889.069824,23487.00977,1687.089966,NA,9423,25394.75977,37.1060791,0,15971.75977,3502.600098,0,4991,6529.140137,908.7000122,0,0,1666.5,17597.93945,17597.93945,17597.93945,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,2,0,3,1,1,0,0,0,0,1
Dublin Mid West,John Curran2,John,Curran,ff,5904,No,0,1,3,54793,0,1,0,0,NA,NA,NA,NA,NA,new constituency,m,6/1/60,5928,5979,6112,6292,6508,6909,7086,9350,7115,0,0,0,0,0,0,DublinMidW,2976.820068,15334.82031,NA,NA,12697.37988,25394.75977,50,0,12697.37988,99,0,9650,2609,0,0,0,0,12358,12358,12358,2,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,3,0,1,1,1,1,0,0
Kildare South,John Dardis,John,Dardis,pd,3887,No,0,0,3,56386,1,0,0,0,3895,28808,0.135205492,3895,0.135205492,minor,m,NA,3946,4058,0,0,0,0,0,0,0,0,0,0,0,0,0,KildareS,1341,24705.55078,6392.47998,419.6199951,NA,25394.75977,NA,0,23994.75977,2902.459961,45,4606.870117,7088.339844,6469.600098,0,0,2252.280029,23364.55078,23364.55078,23364.55078,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,3,1,0,1,0,0,0,0
Waterford,John Deasy,John,Deasy,fg,7204,No,0,1,4,73511,0,0,0,0,NA,NA,NA,NA,NA,no,m,10/1/67,7303,7363,7581,8118,9998,9998,0,0,0,0,0,0,0,0,0,Waterford,0,11500,NA,NA,NA,31743.44922,NA,0,16805.44922,7516,0,3593,391,0,0,0,0,11500,11500,11500,1,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0
Cork South Central,John Dennehy,John,Dennehy,ff,5533,Yes,0,1,5,88737,0,0,0,0,6524,55039,0.426152378,23455,0.118534133,minor,m,3/1/40,7264,7305,7706,8071,8293,8489,8693,8774,8796,0,0,0,0,0,0,CorkSC,6677.169922,23800.16992,3076,NA,19746,38092.14063,51.83746338,0,18296.14063,3663,989,5182,4115,3174,0,0,0,17123,17123,17123,1,3,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,3,1,1,1,3,0,1,1,0,1,0,0
Wexford,John Dwyer,John,Dwyer,sf,4964,No,0,0,5,94969,0,1,0,0,NA,NA,NA,NA,NA,no,m,NA,5020,5148,5217,0,0,0,0,0,0,0,0,0,0,0,0,Wexford,0,16305.48047,NA,NA,NA,38092.14063,NA,0,38092.14063,2142.659912,639.3499756,4241.5,5280.919922,3531.030029,340.019989,0,130,16305.48047,16305.48047,16305.48047,3,3,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,2,2,0,3,1,1,0,0,0,0,0
Laois Offaly,John Dwyer1,John,Dwyer,lab,1675,No,0,0,5,94096,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,1675,1809,0,0,0,0,0,0,0,0,0,0,0,0,0,LaoisO,3603.840088,15504.98047,2050,NA,NA,38092.14063,NA,0,22855.2793,2754,363.1400146,865.7299805,3268.310059,3897.320068,231,0,521.6400146,11901.13965,11901.13965,11901.13965,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,3,2,2,0,3,1,0,0,0,0,0,0
Sligo Leitrim,John Ellis,John,Ellis,ff,6434,Yes,0,1,4,68396,0,0,0,0,7051,45166,0.404065013,18250,0.156112999,no,m,5/1/52,6465,6506,7282,7503,8499,9271,0,0,0,0,0,0,0,0,0,SligoL,4472.919922,24365.26953,2967.219971,NA,11743.48047,31743.44922,36.99497223,0,20000,8806.139648,0,5405.549805,0,1742.439941,200,0,3738.219971,19892.34961,19892.34961,19892.34961,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,2,2,1,1,0,3,1,1,0,0,0,0,1
Meath,John Farrelly,John,Farrelly,fg,3877,Yes,0,0,5,107894,0,0,0,0,5348,56691,0.369247317,20933,0.094335958,no,m,NA,3892,3903,3937,3978,4052,4273,0,0,0,0,0,0,0,0,0,Meath,0,18607.28906,3300,NA,NA,38092.14063,NA,0,15871.71973,0,0,11578.59961,2868.689941,3650,110,400,0,18607.28906,18607.28906,18607.28906,2,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,2,3,1,1,0,3,0,1,0,1,0,0,1
Limerick East,John Gilligan,John,Gilligan,ind,1176,No,0,0,5,79329,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,1315,1333,1379,1576,1680,1920,0,0,0,0,0,0,0,0,0,LimerickE,0,3518.600098,NA,NA,NA,38092.14063,NA,0,38092.14063,950,154,800,1000,300,314.6000061,0,0,3518.600098,3518.600098,3518.600098,3,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,2,2,2,2,2,0,3,0,0,0,0,0,0,0
Dublin South East,John Gormley,John,Gormley,gp,5264,Yes,0,1,4,58662,0,0,0,0,4296,36671,0.117149793,4296,0.117149793,minor,m,8/1/59,5483,5793,6844,6844,6844,0,0,0,0,0,0,0,0,0,0,DublinSE,0,29596.14063,10238.66992,NA,NA,31743.44922,NA,0,31743.44922,0,0,7078.439941,18762.19922,702.0999756,271.4899902,0,2781.909912,29596.14063,29596.14063,29596.14063,2,2,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,3,1,1,0,0,0,0,0
Waterford,John Halligan,John,Halligan,wp,1270,No,0,0,4,73511,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waterford,NA,NA,NA,NA,NA,31743.44922,NA,0,31743.44922,3630,0,0,0,0,0,0,0,18876,NA,18876,3,2,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0
Laois Offaly,John Kelly,John,Kelly,ind,236,No,0,0,5,94096,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LaoisO,0,538.7000122,NA,NA,NA,38092.14063,NA,0,38092.14063,188.6999969,350,0,0,0,0,0,0,538.7000122,538.7000122,538.7000122,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,3,2,2,0,3,1,0,0,0,0,0,0
Sligo Leitrim,John Lacken,John,Lacken,csp,166,No,0,0,4,68396,0,0,0,0,1359,45166,0.030089006,1359,0.030089006,no,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SligoL,0,0,NA,NA,NA,31743.44922,NA,0,31743.44922,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,2,2,1,1,0,3,1,1,0,0,0,0,0
Sligo Leitrim,John McCrea,John,McCrea,ind,114,No,0,0,4,68396,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SligoL,0,546.4400024,NA,NA,NA,31743.44922,NA,0,31743.44922,441.4400024,0,0,0,65,40,0,0,546.4400024,546.4400024,546.4400024,3,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,2,2,1,1,0,3,1,1,0,0,0,0,0
Carlow Kilkenny,John McGuinness2,John,McGuinness,ff,9343,Yes,0,1,5,95060,0,0,0,0,5990,56449,0.42186752,23814,0.106113486,no,m,3/1/55,9371,9657,10085,10527,10654,10878,12111,0,0,0,0,0,0,0,0,CarlowK,5241.709961,19648.30078,2530.51001,NA,19046.07031,38092.14063,50,0,19046.07031,3602.399902,0,5269.049805,2014.660034,1004.72998,0,0,2515.75,14406.58984,14406.58984,14406.58984,1,3,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,1,2,2,1,1,1,3,1,1,1,0,1,0,1
Cork North Central,John Minihan,John,Minihan,pd,3126,No,0,0,5,77126,0,1,0,0,NA,NA,NA,NA,NA,minor,m,NA,3152,3173,3286,0,0,0,0,0,0,0,0,0,0,0,0,CorkNC,1339,34685,NA,NA,NA,38092.14063,NA,0,36092.14063,8525,4205,10913,9097,606,0,0,0,33346,33346,33346,3,3,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,2,3,1,1,0,3,0,1,1,0,0,0,0
Laois Offaly,John Moloney,John,Moloney,ff,8093,Yes,0,1,5,94096,0,0,0,0,8271,58070,0.49845016,28945,0.142431542,no,m,6/1/53,8260,8343,8384,8848,10972,0,0,0,0,0,0,0,0,0,0,LaoisO,3690.290039,20484.5,1000,NA,19046,38092.14063,49.99981689,0,19046.14063,2017,1867.670044,6393.859863,2941.25,1774.430054,0,0,1800,16794.21094,16794.21094,16794.21094,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,3,2,2,0,3,1,0,0,0,0,0,1
Cork East,John Mulvihill,John,Mulvihill,lab,4813,No,0,0,4,71907,0,1,0,0,3500,43076,0.08125174,3500,0.08125174,minor,m,NA,4838,5559,0,0,0,0,0,0,0,0,0,0,0,0,0,CorkE,3336.550049,20352.59961,NA,NA,NA,31743.44922,NA,0,19046.07031,3925.919922,0,4943.029785,4932.899902,549.2000122,1465,0,1200,17016.05078,17016.05078,17016.05078,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,1,1,0,3,1,1,0,0,0,0,0
Kerry South,John O'Donoghue,John,O'Donoghue,ff,9445,Yes,0,1,3,50850,0,0,0,1,7204,35496,0.317866802,11283,0.202952445,no,m,5/1/56,9445,9445,9162,9162,9162,9162,0,0,0,0,0,0,0,0,0,KerryS,3294.77002,44834.76953,30466,NA,12697.37988,25394.75977,50,1,12697.75977,1494,0,5469,2048,13073,2004,0,17452,41540,41540,41540,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,3,0,1,1,0,0,0,0
Sligo Leitrim,John Perry,John,Perry,fg,6897,Yes,0,1,4,68396,0,0,0,0,5786,45166,0.366315365,16545,0.128105208,no,m,8/1/56,6983,7291,7699,7923,10439,10439,0,0,0,0,0,0,0,0,0,SligoL,2008.5,23819.5,2525,70,NA,31743.44922,NA,0,28115.44922,4071,0,9823,2210,4981,726,0,0,21811,21811,21811,2,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,2,2,1,1,0,3,1,1,0,0,0,0,1
Dublin West,John Smyth,John,Smyth,csp,134,No,0,0,3,52161,0,0,0,0,NA,NA,NA,NA,NA,major,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinW,0,0,NA,NA,NA,25394.75977,NA,0,25394.75977,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,3,0,1,1,0,0,0,0
Meath,Johnny Brady,Johnny,Brady,ff,8493,Yes,0,1,5,107894,0,0,0,0,7372,56691,0.418796629,23742,0.130038276,no,m,1/1/48,8751,8787,8833,8879,8987,9110,9577,9876,0,0,0,0,0,0,0,Meath,3622.73999,20207.41992,2433.540039,NA,19046.60938,38092.14063,50.00141525,0,19045.5293,1645.959961,48.75,5539.660156,4378.77002,2385.540039,2586,0,0,16584.67969,16584.67969,16584.67969,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,2,3,1,1,0,3,0,1,0,1,0,0,0
Cork North Central,Jonathan O'Brien,Jonathan,O'Brien,sf,2860,No,0,0,5,77126,0,1,0,0,NA,NA,NA,NA,NA,minor,m,NA,2965,3223,3405,3483,0,0,0,0,0,0,0,0,0,0,0,CorkNC,0,14625.28027,NA,90,NA,38092.14063,NA,0,32092.14063,2738.459961,0,6078.129883,3754.040039,1780.660034,273.9899902,0,0,14625.28027,14625.28027,14625.28027,3,3,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,2,3,1,1,0,3,0,1,1,0,0,0,0
Galway West,Joseph Nulty,Joseph,Nulty,ind,76,No,0,0,5,80109,0,0,0,0,NA,NA,NA,NA,NA,minor,m,NA,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GalwayW,0,968,NA,NA,NA,38092.14063,NA,0,38092.14063,968,0,0,0,0,0,0,0,968,968,968,3,3,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,1,1,3,1,1,0,3,0,0,0,0,0,0,0
Cork East,Joseph Sherlock,Joseph,Sherlock,lab,4792,No,0,1,4,71907,0,1,0,0,4622,43076,0.107298724,4622,0.107298724,minor,m,12/1/35,5015,6192,8660,0,0,0,0,0,0,0,0,0,0,0,0,CorkE,3413.840088,6350.040039,NA,NA,NA,31743.44922,NA,0,19046.07031,631.6199951,0,0,1797.579956,507,0,0,0,2936.199951,2936.199951,2936.199951,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,1,1,0,3,1,1,0,0,0,0,0
Cork South West,Joseph Walsh,Joseph,Walsh,ff,7187,Yes,0,1,3,53672,0,0,0,1,7586,34995,0.390541494,13667,0.216773823,no,m,5/1/43,7271,7395,7706,8119,8997,9387,0,0,0,0,0,0,0,0,0,CorkSW,3786.060059,25097.03906,10479.75977,400,12697,25394.75977,49.99850464,1,12697.75977,2095.719971,0,2653,2100,10479.75977,3782.5,0,200,21310.98047,21310.98047,21310.98047,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,1,2,0,3,0,1,1,0,0,0,0
Cork East,June Murphy,June,Murphy,sf,2624,No,0,0,4,71907,0,0,0,0,NA,NA,NA,NA,NA,minor,f,NA,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CorkE,0,9789.620117,NA,NA,NA,31743.44922,NA,0,25743.44922,1937.800049,0,3923.23999,2969.280029,809.2999878,150,0,0,9789.620117,9789.620117,9789.620117,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,2,1,1,0,3,1,1,0,0,0,0,0
Dublin South,Karen Canning,Karen,Canning,ind,2090,No,0,0,5,91666,0,0,0,0,NA,NA,NA,NA,NA,minor,f,NA,2207,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,DublinS,0,4084.600098,NA,NA,NA,38092.14063,NA,0,38092.14063,100,0,1462,2500,0,22.60000038,0,0,4084.600098,4084.600098,4084.600098,3,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,1,2,2,1,1,1,3,0,1,1,0,1,0,0
Kildare North,Kate Walsh,Kate,Walsh,pd,3919,No,0,0,3,58205,0,1,0,0,NA,NA,NA,NA,NA,minor,f,NA,4027,4473,0,0,0,0,0,0,0,0,0,0,0,0,0,KIldareN,1341,24376.33008,NA,NA,NA,25394.75977,NA,0,23994.75977,1808.959961,2770,10028.61035,6451.439941,1856.319946,120,0,0,23035.33008,23035.33008,23035.33008,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,3,0,0,0,0,0,0,0
Cork North Central,Kathleen Lynch,Kathleen,Lynch,lab,5313,No,0,1,5,77126,0,1,0,0,3146,44008,0.071487002,3146,0.071487002,minor,f,7/1/53,5402,5628,6142,6683,7496,8418,0,0,0,0,0,0,0,0,0,CorkNC,4497.439941,18996.43945,NA,NA,NA,38092.14063,NA,0,19092.14063,2445,156,2762,7088,1593,455,0,0,14499,14499,14499,2,3,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,2,3,1,1,0,3,0,1,1,0,0,0,1
Tipperary North,Kathleen O'Meara,Kathleen,O'Meara,lab,5537,No,0,0,3,57568,1,0,0,0,4126,39952,0.103273928,4126,0.103273928,no,f,NA,5877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TippN,3350.830078,18315.06055,3278.909912,59.36000061,NA,25394.75977,NA,0,15894.75977,2796.300049,747.7999878,1455,5219.459961,1733.319946,144.0500031,0,2868.300049,14964.23047,14964.23047,14964.23047,2,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,3,1,1,1,0,0,0,1
Cork South Central,Kathy Sinnott,Kathy,Sinnott,ind,4984,No,0,0,5,88737,0,0,0,0,NA,NA,NA,NA,NA,minor,f,NA,5403,5498,5915,6457,7227,7734,8663,8706,8790,0,0,0,0,0,0,CorkSC,0,24660.57031,NA,NA,NA,38092.14063,NA,0,38092.14063,1267.650024,0,8916.160156,10086.87988,3689.879883,700,0,0,24660.57031,24660.57031,24660.57031,3,3,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,3,1,1,1,3,0,1,1,0,1,0,0
Dublin South Central,Kristina McElroy,Kristina,McElroy,gp,2299,No,0,0,5,85326,0,0,0,0,NA,NA,NA,NA,NA,major,f,NA,2311,2400,2491,2575,2771,2974,3115,0,0,0,0,0,0,0,0,DublinSC,0,7562.720215,NA,NA,NA,38092.14063,NA,0,38092.14063,199.6499939,0,5094.319824,2268.75,0,0,0,0,7562.720215,7562.720215,7562.720215,3,2,0,2,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,1,1,0,1,2,2,1,1,0,3,0,1,1,0,0,1,0
Dublin North East,Larry O'Toole,Larry,O'Toole,sf,3003,No,0,0,3,51793,0,0,0,0,2212,37301,0.059301358,2212,0.059301358,major,m,NA,3083,3286,3373,3720,0,0,0,0,0,0,0,0,0,0,0,DublinNE,0,6311.120117,NA,NA,NA,25394.75977,NA,0,19394.75977,1534,0,3484.209961,767.9099731,189,336,0,0,6311.120117,6311.120117,6311.120117,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,1,0,3,1,1,1,0,0,0,0
Carlow Kilkenny,Liam Aylward,Liam,Aylward,ff,12489,Yes,0,1,5,95060,0,0,0,0,11849,56449,0.42186752,23814,0.20990628,no,m,9/1/52,12489,12489,12489,12489,12489,12169,12169,0,0,0,0,0,0,0,0,CarlowK,5241.709961,16968.17969,2822.870117,611.8400269,19046.07031,38092.14063,50,0,19046.07031,2703.810059,0,1191.849976,2031.959961,3308.110107,920.9400024,0,1569.800049,11726.46973,11726.46973,11726.46973,1,3,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,1,2,2,1,1,1,3,1,1,1,0,1,0,1
Dun Laoghaire,Liam Cosgrave2,Liam,Cosgrave,fg,3135,No,0,0,5,90219,1,1,0,0,NA,NA,NA,NA,NA,minor,m,NA,3137,3153,3167,3181,3205,3272,3911,3996,6326,7530,0,0,0,0,0,DunL,716.4500122,13966.86035,4210,NA,NA,38092.14063,NA,0,15872.13965,0,0,4943.560059,3952.23999,4354.609863,0,0,0,13250.41016,13250.41016,13250.41016,2,2,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,1,0,0,1,1,2,1,1,1,3,0,0,1,0,1,0,0
Louth,Liam O Gogain,Liam,O Gogain,ind,239,No,0,0,4,80924,0,0,0,0,NA,NA,NA,NA,NA,no,m,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louth,0,950,NA,NA,NA,31743.44922,NA,0,31743.44922,0,0,0,950,0,0,0,0,950,950,950,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,2,2,1,2,0,3,0,1,1,0,0,0,0
