wage,age,education,marital,industry,health,hours,education_level
11000,19,12,single,service,excellent,30,HS
135000,33,20,married,management,very_good,40,professional_phd
84000,67,20,married,management,very_good,40,professional_phd
150000,63,13,married,service,very_good,40,some_college
10001,69,12,married,service,good,20,HS
60000,46,16,married,service,good,72,bachelors
75000,51,16,married,management,very_good,40,bachelors
24000,71,13,married,service,good,40,some_college
30000,62,13,single,service,good,45,some_college
40000,41,12,married,management,excellent,40,HS
72000,36,16,single,management,excellent,40,bachelors
0,43,16,married,service,very_good,3,bachelors
0,33,16,married,management,very_good,25,bachelors
55000,39,13,single,installation_production,good,40,some_college
24000,37,16,single,installation_production,very_good,30,bachelors
35000,49,12,married,service,very_good,40,HS
25000,24,14,married,service,excellent,30,associate
15000,50,12,married,transportation,good,45,HS
31400,55,12,married,management,good,40,HS
20000,63,13,married,service,fair,40,some_college
42000,52,12,married,management,excellent,40,HS
48000,75,18,married,management,excellent,40,masters
5000,21,13,single,service,excellent,24,some_college
0,30,18,married,management,very_good,40,masters
2.00E+05,36,12,married,transportation,excellent,50,HS
53000,33,16,married,management,excellent,40,bachelors
4500,77,13,married,management,very_good,10,some_college
0,41,13,married,service,excellent,40,some_college
33000,38,12,married,construction,good,40,HS
20400,26,18,single,management,excellent,22,masters
39000,38,9,married,installation_production,good,40,some_HS
180000,49,14,married,management,excellent,40,associate
150000,53,16,single,management,very_good,40,bachelors
78000,35,16,single,management,excellent,40,bachelors
45000,37,16,married,transportation,excellent,40,bachelors
115000,28,12,married,service,very_good,40,HS
29426,28,16,single,management,excellent,40,bachelors
93500,68,20,single,management,poor,4,professional_phd
45000,43,18,married,management,very_good,50,masters
35000,48,12,married,service,very_good,10,HS
90000,35,16,married,management,good,40,bachelors
6000,26,12,single,service,very_good,32,HS
37000,76,16,single,management,good,40,bachelors
46000,43,14,married,management,very_good,43,associate
35000,75,20,married,management,good,25,professional_phd
24000,46,13,single,transportation,excellent,40,some_college
22000,25,9,married,construction,very_good,40,some_HS
0,49,13,married,management,excellent,45,some_college
10000,28,13,married,management,good,40,some_college
0,63,13,married,management,very_good,10,some_college
150000,40,16,single,management,excellent,40,bachelors
110000,30,18,single,management,very_good,50,masters
46000,40,16,married,management,fair,40,bachelors
22000,29,13,single,service,good,40,some_college
40000,38,14,married,service,excellent,40,associate
45000,25,18,single,management,excellent,40,masters
32000,34,12,married,service,very_good,40,HS
140000,55,16,single,management,excellent,40,bachelors
38000,27,16,single,management,excellent,40,bachelors
47000,29,12,single,service,very_good,35,HS
13800,23,16,single,service,excellent,40,bachelors
42000,30,16,married,service,very_good,40,bachelors
130000,68,16,married,management,excellent,40,bachelors
75000,48,20,married,management,excellent,40,professional_phd
33000,35,12,married,transportation,excellent,40,HS
105000,35,16,married,installation_production,very_good,40,bachelors
18000,47,12,married,construction,good,40,HS
43000,22,12,single,transportation,fair,32,HS
50000,27,16,married,management,excellent,35,bachelors
20800,46,13,single,management,excellent,40,some_college
2.00E+05,34,20,single,management,very_good,40,professional_phd
50000,33,16,married,management,good,40,bachelors
18400,38,18,married,management,excellent,50,masters
68592,51,16,married,management,good,40,bachelors
80000,43,16,married,management,very_good,40,bachelors
19000,36,11,single,installation_production,good,38,some_HS
40000,27,16,single,construction,good,40,bachelors
120000,52,16,married,management,good,40,bachelors
65000,49,14,married,service,very_good,35,associate
170000,62,16,married,service,excellent,40,bachelors
112000,44,20,married,management,excellent,60,professional_phd
5000,19,13,single,service,excellent,12,some_college
30000,30,11,single,transportation,very_good,40,some_HS
28000,51,12,married,installation_production,good,40,HS
500,20,12,single,management,excellent,2,HS
7490,70,12,married,service,good,12,HS
60000,66,18,married,management,very_good,55,masters
59000,27,16,single,management,very_good,60,bachelors
24620,29,10,married,installation_production,very_good,40,some_HS
0,70,16,married,management,good,20,bachelors
0,74,20,married,management,very_good,60,professional_phd
0,43,12,married,service,very_good,6,HS
26000,35,20,married,management,excellent,20,professional_phd
0,35,12,married,construction,very_good,40,HS
23000,54,14,married,management,fair,40,associate
12000,21,13,single,service,excellent,28,some_college
0,30,11,single,service,good,20,some_HS
120000,56,16,single,management,good,40,bachelors
150000,61,16,single,management,very_good,70,bachelors
0,22,14,single,management,excellent,20,associate
24000,20,13,single,service,excellent,30,some_college
65000,28,12,single,construction,good,40,HS
0,40,12,married,service,good,30,HS
120000,48,16,married,management,very_good,40,bachelors
38000,47,9,single,construction,very_good,40,some_HS
26000,57,12,married,installation_production,good,40,HS
31000,30,13,married,management,fair,40,some_college
0,44,16,married,management,very_good,55,bachelors
8000,20,13,single,service,excellent,40,some_college
16224,46,12,married,service,good,40,HS
42000,24,16,single,management,very_good,40,bachelors
80000,32,16,married,management,excellent,40,bachelors
54000,23,16,married,service,very_good,27,bachelors
32760,47,12,married,transportation,very_good,40,HS
40000,64,16,single,service,good,50,bachelors
6000,19,13,single,service,excellent,40,some_college
48000,24,13,single,installation_production,excellent,40,some_college
24960,25,12,single,transportation,fair,40,HS
55000,62,12,married,transportation,good,40,HS
15000,22,12,single,service,good,25,HS
45000,34,20,married,management,very_good,32,professional_phd
20002,21,9,single,ag,very_good,40,some_HS
38000,47,11,married,construction,excellent,40,some_HS
57000,59,14,married,management,very_good,40,associate
9000,52,12,single,service,excellent,25,HS
29000,62,12,married,management,very_good,40,HS
12000,32,13,single,management,good,50,some_college
95000,36,18,married,management,excellent,40,masters
30000,31,14,single,service,good,40,associate
52000,35,7.5,married,transportation,good,60,less_than_HS
13584,21,12,single,installation_production,good,40,HS
70000,59,12,married,management,good,40,HS
35000,49,16,married,management,excellent,30,bachelors
63000,36,18,married,management,very_good,40,masters
35000,43,14,married,transportation,fair,30,associate
61000,55,14,single,management,excellent,40,associate
40300,25,12,single,transportation,excellent,50,HS
0,43,12,married,service,very_good,80,HS
75000,49,12,married,management,good,60,HS
3640,18,11,single,service,excellent,14,some_HS
55000,31,13,married,installation_production,very_good,50,some_college
40000,47,12,married,construction,very_good,40,HS
42000,35,16,married,service,excellent,40,bachelors
0,61,12,married,service,good,84,HS
60000,60,14,married,service,very_good,60,associate
1.00E+05,39,16,married,management,very_good,40,bachelors
65000,58,14,married,service,fair,40,associate
11000,24,14,single,service,very_good,23,associate
60000,29,12,single,installation_production,excellent,45,HS
0,23,16,single,service,very_good,20,bachelors
7500,18,12,single,service,good,25,HS
60000,49,12,married,installation_production,excellent,43,HS
75000,36,16,married,management,excellent,32,bachelors
58000,66,16,married,service,good,40,bachelors
160000,53,16,married,management,good,40,bachelors
50000,39,20,single,management,very_good,32,professional_phd
48500,50,14,single,management,very_good,40,associate
17000,42,7.5,single,service,fair,40,less_than_HS
32002,41,11,married,ag,excellent,40,some_HS
91000,29,13,single,installation_production,very_good,40,some_college
37000,33,13,single,service,excellent,40,some_college
7397,21,13,married,service,good,40,some_college
22000,57,12,single,service,excellent,60,HS
11100,52,12,married,service,excellent,40,HS
34455,35,14,single,management,good,32,associate
60550,41,20,married,management,good,40,professional_phd
57000,38,16,single,ag,very_good,40,bachelors
55000,69,9,married,construction,fair,40,some_HS
3.00E+05,60,16,married,service,very_good,60,bachelors
65000,30,16,single,management,excellent,45,bachelors
65000,41,12,married,service,excellent,40,HS
49000,56,12,married,construction,good,40,HS
0,46,9,married,service,good,40,some_HS
0,23,14,single,service,excellent,24,associate
31000,30,12,married,service,very_good,40,HS
50000,38,13,married,service,excellent,40,some_college
7000,23,12,single,service,excellent,40,HS
1.00E+05,58,12,married,service,very_good,40,HS
25000,51,7.5,married,service,good,40,less_than_HS
1.00E+05,33,18,married,management,very_good,40,masters
24000,38,12,married,service,very_good,30,HS
40002,43,12,single,service,fair,15,HS
24000,38,13,single,management,very_good,30,some_college
15000,28,12,single,management,good,35,HS
45000,44,16,married,service,good,32,bachelors
45000,25,13,single,management,excellent,32,some_college
30000,63,12,married,management,very_good,35,HS
19200,23,14,single,management,excellent,35,associate
62000,53,16,single,service,very_good,50,bachelors
20000,18,12,single,service,good,30,HS
30000,41,13,single,transportation,excellent,40,some_college
40000,31,14,married,service,excellent,48,associate
0,57,12,married,management,very_good,40,HS
45000,53,12,single,service,good,40,HS
128000,52,16,married,service,very_good,40,bachelors
95000,32,18,married,management,good,40,masters
128000,35,14,single,service,excellent,70,associate
120000,52,18,married,service,good,24,masters
35000,57,12,married,transportation,excellent,40,HS
22000,49,14,married,service,good,38,associate
25000,24,12,single,service,very_good,40,HS
20000,30,11,single,transportation,good,35,some_HS
